"current_category";"current_subcategory";"current_subcategory2";"base_item_name";"sample_item_id";"sample_display_name";"corrected_category";"corrected_subcategory";"corrected_subcategory2";"category_sort_order";"subcategory_sort_order";"item_sort_order";"notes"
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_IRON_REST_S25";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_IRON_REST_S25";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_IRON_REST_S25";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_IRON_REST_S26";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_IRON_REST_S26";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_IRON_REST_S26";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_PH";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_PH";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_PH";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S22";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S22";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S22";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S23";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S23";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S23";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S24";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S24";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S24";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S25";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S25";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S25";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S26";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S26";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_150_S26";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_PH";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_PH";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_PH";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S22";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S22";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S22";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S23";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S23";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S23";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S24";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S24";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S24";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S25";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S25";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S25";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S26";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S26";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_25_S26";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_PH";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_PH";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_PH";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S22";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S22";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S22";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S23";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S23";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S23";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S24";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S24";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S24";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S25";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S25";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S25";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S26";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S26";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_75_S26";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_PH";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_PH";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_PH";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S22";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S22";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S22";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S23";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S23";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S23";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S24";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S24";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S24";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S25";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S25";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S25";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S26";"UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S26";"[T0] UNIQUE_LOOTCHEST_CONQUEROR_SEASON_SMALL_SILVER_REST_S26";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_NEUTRAL";"UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_NEUTRAL";"[T0] UNIQUE_LOOTCHEST_FACTIONCAMPAIGN_REWARD_NEUTRAL";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_MOUNT_ARMORED_HORSE_KNIGHT_01_TEST";"UNIQUE_MOUNT_ARMORED_HORSE_KNIGHT_01_TEST";"[T0] UNIQUE_MOUNT_ARMORED_HORSE_KNIGHT_01_TEST";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_MOUNT_DRAKE";"UNIQUE_MOUNT_DRAKE";"[T0] UNIQUE_MOUNT_DRAKE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_MOUNT_PANDA_TELLAFRIEND";"UNIQUE_MOUNT_PANDA_TELLAFRIEND";"[T0] UNIQUE_MOUNT_PANDA_TELLAFRIEND";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_MOUNT_RHINO_TELLAFRIEND";"UNIQUE_MOUNT_RHINO_TELLAFRIEND";"[T0] UNIQUE_MOUNT_RHINO_TELLAFRIEND";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_REPAIRPOWDER_ADC_GENERAL_01_NONTRADEABLE";"UNIQUE_REPAIRPOWDER_ADC_GENERAL_01_NONTRADEABLE";"[T0] UNIQUE_REPAIRPOWDER_ADC_GENERAL_01_NONTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_TEST_DUNGEONMAP_PROTOTYPE";"UNIQUE_TEST_DUNGEONMAP_PROTOTYPE";"[T0] UNIQUE_TEST_DUNGEONMAP_PROTOTYPE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_AVATAR_BEAR_01";"UNIQUE_UNLOCK_AVATAR_BEAR_01";"[T0] UNIQUE_UNLOCK_AVATAR_BEAR_01";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_AVATAR_FW_SOLDIER";"UNIQUE_UNLOCK_AVATAR_FW_SOLDIER";"[T0] UNIQUE_UNLOCK_AVATAR_FW_SOLDIER";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_AVATAR_HARVESTER_01";"UNIQUE_UNLOCK_AVATAR_HARVESTER_01";"[T0] UNIQUE_UNLOCK_AVATAR_HARVESTER_01";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_AVATAR_MERCENARY_01";"UNIQUE_UNLOCK_AVATAR_MERCENARY_01";"[T0] UNIQUE_UNLOCK_AVATAR_MERCENARY_01";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_AVATAR_MORGANA_01";"UNIQUE_UNLOCK_AVATAR_MORGANA_01";"[T0] UNIQUE_UNLOCK_AVATAR_MORGANA_01";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_AVATAR_WOLF_01";"UNIQUE_UNLOCK_AVATAR_WOLF_01";"[T0] UNIQUE_UNLOCK_AVATAR_WOLF_01";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_AVATARRING_FW_SOLDIER";"UNIQUE_UNLOCK_AVATARRING_FW_SOLDIER";"[T0] UNIQUE_UNLOCK_AVATARRING_FW_SOLDIER";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_LORE_KEEPER_01";"UNIQUE_UNLOCK_LORE_KEEPER_01";"[T0] UNIQUE_UNLOCK_LORE_KEEPER_01";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_LORE_KEEPER_02";"UNIQUE_UNLOCK_LORE_KEEPER_02";"[T0] UNIQUE_UNLOCK_LORE_KEEPER_02";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_LORE_KEEPER_03";"UNIQUE_UNLOCK_LORE_KEEPER_03";"[T0] UNIQUE_UNLOCK_LORE_KEEPER_03";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_LORE_KEEPER_04";"UNIQUE_UNLOCK_LORE_KEEPER_04";"[T0] UNIQUE_UNLOCK_LORE_KEEPER_04";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_LORE_KEEPER_05";"UNIQUE_UNLOCK_LORE_KEEPER_05";"[T0] UNIQUE_UNLOCK_LORE_KEEPER_05";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_LORE_KEEPER_06";"UNIQUE_UNLOCK_LORE_KEEPER_06";"[T0] UNIQUE_UNLOCK_LORE_KEEPER_06";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_LORE_KEEPER_07";"UNIQUE_UNLOCK_LORE_KEEPER_07";"[T0] UNIQUE_UNLOCK_LORE_KEEPER_07";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_LORE_KEEPER_13";"UNIQUE_UNLOCK_LORE_KEEPER_13";"[T0] UNIQUE_UNLOCK_LORE_KEEPER_13";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_GREEN_TELLAFRIEND";"UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_GREEN_TELLAFRIEND";"[T0] UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_GREEN_TELLAFRIEND";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_HERETIC_PONY_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_HERETIC_PONY_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_HERETIC_PONY_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_HERETIC_PONY_TELLAFRIEND_UNTRADEABLE_2026";"UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_HERETIC_PONY_TELLAFRIEND_UNTRADEABLE_2026";"[T0] UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_HERETIC_PONY_TELLAFRIEND_UNTRADEABLE_2026";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_UNDEAD_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_UNDEAD_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_ARMORED_HORSE_UNDEAD_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_COUGAR_ARMORED_GREY_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_COUGAR_ARMORED_GREY_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_COUGAR_ARMORED_GREY_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_COUGAR_JAGUAR_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_COUGAR_JAGUAR_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_COUGAR_JAGUAR_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_COUGAR_JAGUAR_TELLAFRIEND_UNTRADEABLE_2026";"UNIQUE_UNLOCK_SKIN_COUGAR_JAGUAR_TELLAFRIEND_UNTRADEABLE_2026";"[T0] UNIQUE_UNLOCK_SKIN_COUGAR_JAGUAR_TELLAFRIEND_UNTRADEABLE_2026";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_COUGAR_LYNX_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_COUGAR_LYNX_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_COUGAR_LYNX_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_COUGAR_LYNX_TELLAFRIEND_UNTRADEABLE_2025";"UNIQUE_UNLOCK_SKIN_COUGAR_LYNX_TELLAFRIEND_UNTRADEABLE_2025";"[T0] UNIQUE_UNLOCK_SKIN_COUGAR_LYNX_TELLAFRIEND_UNTRADEABLE_2025";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_COUGAR_MUMMY_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_COUGAR_MUMMY_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_COUGAR_MUMMY_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_COUGAR_OCCULT_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_COUGAR_OCCULT_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_COUGAR_OCCULT_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_COUGAR_SNOWLEOPARD_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_COUGAR_SNOWLEOPARD_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_COUGAR_SNOWLEOPARD_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_COUGAR_SNOWLEOPARD_TELLAFRIEND_UNTRADEABLE_2025";"UNIQUE_UNLOCK_SKIN_COUGAR_SNOWLEOPARD_TELLAFRIEND_UNTRADEABLE_2025";"[T0] UNIQUE_UNLOCK_SKIN_COUGAR_SNOWLEOPARD_TELLAFRIEND_UNTRADEABLE_2025";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_COUGAR_TIGER_WHITE_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_COUGAR_TIGER_WHITE_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_COUGAR_TIGER_WHITE_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_DIREBEAR_PANDA_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_DIREBEAR_PANDA_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_DIREBEAR_PANDA_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_DIREBOAR_WHITE_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_DIREBOAR_WHITE_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_DIREBOAR_WHITE_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_DIREWOLF_BOBTAIL_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_DIREWOLF_BOBTAIL_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_DIREWOLF_BOBTAIL_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_DIREWOLF_HYENA_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_DIREWOLF_HYENA_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_DIREWOLF_HYENA_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_DIREWOLF_SHEPHERD_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_DIREWOLF_SHEPHERD_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_DIREWOLF_SHEPHERD_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_DIREWOLF_SNOWFOX_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_DIREWOLF_SNOWFOX_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_DIREWOLF_SNOWFOX_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_DIREWOLF_XMAS_DIREFOX_TELLAFRIEND";"UNIQUE_UNLOCK_SKIN_DIREWOLF_XMAS_DIREFOX_TELLAFRIEND";"[T0] UNIQUE_UNLOCK_SKIN_DIREWOLF_XMAS_DIREFOX_TELLAFRIEND";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_DIREWOLF_XMAS_DIREFOX_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_DIREWOLF_XMAS_DIREFOX_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_DIREWOLF_XMAS_DIREFOX_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_ALPACA_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_ALPACA_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_GIANTSTAG_ALPACA_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_FAWN_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_FAWN_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_GIANTSTAG_FAWN_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_FAWN_TELLAFRIEND_UNTRADEABLE_2025";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_FAWN_TELLAFRIEND_UNTRADEABLE_2025";"[T0] UNIQUE_UNLOCK_SKIN_GIANTSTAG_FAWN_TELLAFRIEND_UNTRADEABLE_2025";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_ICE_MOOSE_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_ICE_MOOSE_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_GIANTSTAG_ICE_MOOSE_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_MIST_DEER_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_MIST_DEER_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_GIANTSTAG_MIST_DEER_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_MIST_DEER_TELLAFRIEND_UNTRADEABLE_2026";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_MIST_DEER_TELLAFRIEND_UNTRADEABLE_2026";"[T0] UNIQUE_UNLOCK_SKIN_GIANTSTAG_MIST_DEER_TELLAFRIEND_UNTRADEABLE_2026";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_REINDEER_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_REINDEER_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_GIANTSTAG_REINDEER_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_REINDEER_TELLAFRIEND_UNTRADEABLE_2025";"UNIQUE_UNLOCK_SKIN_GIANTSTAG_REINDEER_TELLAFRIEND_UNTRADEABLE_2025";"[T0] UNIQUE_UNLOCK_SKIN_GIANTSTAG_REINDEER_TELLAFRIEND_UNTRADEABLE_2025";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_HORSE_ANNIVERSARY_2026";"UNIQUE_UNLOCK_SKIN_HORSE_ANNIVERSARY_2026";"[T0] UNIQUE_UNLOCK_SKIN_HORSE_ANNIVERSARY_2026";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_HORSE_GUILDBANNER_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_HORSE_GUILDBANNER_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_HORSE_GUILDBANNER_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_HORSE_GUILDBANNER_UNTRADEABLE_2025";"UNIQUE_UNLOCK_SKIN_HORSE_GUILDBANNER_UNTRADEABLE_2025";"[T0] UNIQUE_UNLOCK_SKIN_HORSE_GUILDBANNER_UNTRADEABLE_2025";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_HORSE_JESTER_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_HORSE_JESTER_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_HORSE_JESTER_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_HORSE_UNICORN_WHITE_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_HORSE_UNICORN_WHITE_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_HORSE_UNICORN_WHITE_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_HORSE_UNICORN_WHITE_TELLAFRIEND_UNTRADEABLE_2025";"UNIQUE_UNLOCK_SKIN_HORSE_UNICORN_WHITE_TELLAFRIEND_UNTRADEABLE_2025";"[T0] UNIQUE_UNLOCK_SKIN_HORSE_UNICORN_WHITE_TELLAFRIEND_UNTRADEABLE_2025";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_HORSE_VAMPIRE_TELLAFRIEND_UNTRADEABLE";"UNIQUE_UNLOCK_SKIN_HORSE_VAMPIRE_TELLAFRIEND_UNTRADEABLE";"[T0] UNIQUE_UNLOCK_SKIN_HORSE_VAMPIRE_TELLAFRIEND_UNTRADEABLE";"";"";"";"";"";"";""
"Other";"";"";"UNIQUE_UNLOCK_SKIN_HORSE_VAMPIRE_TELLAFRIEND_UNTRADEABLE_2025";"UNIQUE_UNLOCK_SKIN_HORSE_VAMPIRE_TELLAFRIEND_UNTRADEABLE_2025";"[T0] UNIQUE_UNLOCK_SKIN_HORSE_VAMPIRE_TELLAFRIEND_UNTRADEABLE_2025";"";"";"";"";"";"";""
